period,Day-ahead demand forecast,Demand,Net generation,Total interchange
2024-04-25T09,40209.0,41533.0,41384.0,-149.0
2024-04-25T10,40266.0,41421.0,41272.0,-149.0
2024-04-25T11,41554.0,42489.0,42339.0,-149.0
2024-04-25T12,44098.0,45217.0,45068.0,-149.0
2024-04-25T13,45237.0,46250.0,46101.0,-149.0
2024-04-25T14,46204.0,47069.0,46921.0,-148.0
2024-04-25T15,47810.0,48529.0,48448.0,-81.0
2024-04-25T16,49494.0,50136.0,49996.0,-140.0
2024-04-25T17,51281.0,51258.0,51245.0,-13.0
2024-04-25T18,53039.0,52021.0,52111.0,90.0
2024-04-25T19,54748.0,53378.0,53366.0,-11.0
2024-04-25T20,56068.0,54045.0,54085.0,39.0
2024-04-25T21,56956.0,54949.0,55019.0,70.0
2024-04-25T22,57718.0,55417.0,55388.0,-29.0
2024-04-25T23,57736.0,55438.0,55408.0,-30.0
2024-04-26T00,56632.0,54746.0,54899.0,152.0
2024-04-26T01,55276.0,54376.0,54632.0,255.0
2024-04-26T02,54820.0,54588.0,54733.0,145.0
2024-04-26T03,53471.0,53712.0,53688.0,-24.0
2024-04-26T04,50914.0,51196.0,51165.0,-30.0
2024-04-26T05,47944.0,48256.0,48225.0,-30.0
2024-04-26T06,46241.0,46266.0,46159.0,-107.0
2024-04-26T07,44161.0,44528.0,44436.0,-92.0
2024-04-26T08,42757.0,43241.0,43161.0,-80.0
2024-04-26T09,41912.0,42534.0,42411.0,-123.0
2024-04-26T10,41898.0,42673.0,42524.0,-149.0
2024-04-26T11,43016.0,43860.0,43711.0,-149.0
2024-04-26T12,45309.0,46528.0,46379.0,-149.0
2024-04-26T13,46426.0,47568.0,47419.0,-149.0
2024-04-26T14,47490.0,48942.0,48793.0,-149.0
2024-04-26T15,49270.0,50249.0,50100.0,-149.0
2024-04-26T16,50807.0,51928.0,51885.0,-42.0
2024-04-26T17,52200.0,52774.0,52745.0,-29.0
2024-04-26T18,53450.0,53129.0,53343.0,213.0
2024-04-26T19,54747.0,53737.0,53990.0,253.0
2024-04-26T20,55665.0,54075.0,54300.0,224.0
2024-04-26T21,56156.0,54477.0,54719.0,241.0
2024-04-26T22,56502.0,55012.0,55244.0,231.0
2024-04-26T23,56174.0,55441.0,55452.0,12.0
2024-04-27T00,54799.0,55019.0,54930.0,-89.0
2024-04-27T01,53314.0,53552.0,53406.0,-146.0
2024-04-27T02,52842.0,52107.0,51958.0,-149.0
2024-04-27T03,51781.0,52011.0,51862.0,-149.0
2024-04-27T04,49987.0,50573.0,50424.0,-149.0
2024-04-27T05,47622.0,48532.0,48383.0,-149.0
2024-04-27T06,45205.0,46502.0,46353.0,-149.0
2024-04-27T07,43992.0,44934.0,44785.0,-149.0
2024-04-27T08,43065.0,43891.0,43742.0,-149.0
2024-04-27T09,42393.0,42968.0,42819.0,-149.0
2024-04-27T10,42127.0,42821.0,42672.0,-149.0
2024-04-27T11,42033.0,43045.0,42896.0,-149.0
2024-04-27T12,42562.0,43887.0,43738.0,-149.0
2024-04-27T13,42858.0,44633.0,44484.0,-149.0
2024-04-27T14,44468.0,46541.0,46392.0,-149.0
2024-04-27T15,46442.0,48843.0,48722.0,-122.0
2024-04-27T16,48549.0,50876.0,50796.0,-80.0
2024-04-27T17,50246.0,52352.0,52273.0,-80.0
2024-04-27T18,51657.0,53750.0,53664.0,-87.0
2024-04-27T19,52754.0,54957.0,54838.0,-119.0
2024-04-27T20,54011.0,55617.0,55487.0,-130.0
2024-04-27T21,55125.0,56061.0,55912.0,-149.0
2024-04-27T22,55864.0,56453.0,56304.0,-149.0
2024-04-27T23,55726.0,56396.0,56247.0,-149.0
2024-04-28T00,54716.0,55379.0,55249.0,-130.0
2024-04-28T01,53234.0,54532.0,54396.0,-136.0
2024-04-28T02,52177.0,54574.0,54446.0,-128.0
2024-04-28T03,50799.0,53655.0,53555.0,-100.0
2024-04-28T04,48803.0,51720.0,51668.0,-51.0
2024-04-28T05,46379.0,49241.0,49172.0,-69.0
2024-04-28T06,44723.0,46731.0,46736.0,6.0
2024-04-28T07,42984.0,44885.0,44740.0,-145.0
2024-04-28T08,41780.0,43449.0,43275.0,-173.0
2024-04-28T09,40650.0,42327.0,42189.0,-138.0
2024-04-28T10,39879.0,41263.0,41276.0,13.0
2024-04-28T11,39617.0,40980.0,40979.0,0.0
2024-04-28T12,39735.0,41032.0,41035.0,3.0
2024-04-28T13,40092.0,41600.0,41563.0,-36.0
2024-04-28T14,41866.0,43209.0,43389.0,179.0
2024-04-28T15,44510.0,44491.0,44603.0,112.0
2024-04-28T16,46613.0,45841.0,46040.0,198.0
2024-04-28T17,48567.0,47246.0,47417.0,171.0
2024-04-28T18,50335.0,48705.0,48863.0,157.0
2024-04-28T19,51756.0,50214.0,50416.0,201.0
2024-04-28T20,52943.0,51631.0,51839.0,207.0
2024-04-28T21,53728.0,52900.0,52811.0,-88.0
2024-04-28T22,54183.0,53672.0,53453.0,-219.0
2024-04-28T23,54044.0,54140.0,53921.0,-219.0
2024-04-29T00,52927.0,54162.0,53942.0,-219.0
2024-04-29T01,51548.0,52059.0,51840.0,-219.0
2024-04-29T02,51236.0,50722.0,50512.0,-210.0
2024-04-29T03,50125.0,50190.0,50068.0,-122.0
2024-04-29T04,47899.0,48751.0,48666.0,-85.0
2024-04-29T05,45112.0,46613.0,46535.0,-78.0
2024-04-29T06,42951.0,44384.0,44507.0,122.0
2024-04-29T07,41140.0,42836.0,42862.0,27.0
2024-04-29T08,40019.0,41726.0,41747.0,21.0
2024-04-29T09,39448.0,41408.0,41428.0,21.0
2024-04-29T10,39775.0,41363.0,41383.0,21.0
2024-04-29T11,41320.0,42385.0,42345.0,-39.0
2024-04-29T12,44012.0,44672.0,44455.0,-217.0
2024-04-29T13,45332.0,45661.0,45446.0,-216.0
2024-04-29T14,46404.0,46927.0,46921.0,-6.0
2024-04-29T15,48156.0,48551.0,48629.0,78.0
2024-04-29T16,49936.0,50361.0,50482.0,120.0
2024-04-29T17,51886.0,51942.0,52063.0,120.0
2024-04-29T18,53870.0,54147.0,54268.0,120.0
2024-04-29T19,55939.0,56389.0,56510.0,121.0
2024-04-29T20,57717.0,58670.0,58756.0,87.0
2024-04-29T21,59069.0,60498.0,60431.0,-66.0
2024-04-29T22,60042.0,62616.0,62549.0,-66.0
2024-04-29T23,59995.0,63135.0,63187.0,52.0
2024-04-30T00,58602.0,62102.0,62211.0,110.0
2024-04-30T01,56513.0,59255.0,59054.0,-200.0
2024-04-30T02,55662.0,57312.0,57163.0,-149.0
2024-04-30T03,53856.0,56172.0,56023.0,-150.0
2024-04-30T04,50841.0,53047.0,52889.0,-158.0
2024-04-30T05,47383.0,48974.0,48816.0,-158.0
2024-04-30T06,44911.0,46011.0,45950.0,-61.0
2024-04-30T07,42828.0,43779.0,43727.0,-51.0
2024-04-30T08,41347.0,42258.0,42223.0,-34.0
2024-04-30T09,41092.0,41370.0,41241.0,-128.0
2024-04-30T10,41118.0,41299.0,41148.0,-151.0
2024-04-30T11,42655.0,42692.0,42525.0,-167.0
2024-04-30T12,45249.0,45352.0,45147.0,-206.0
2024-04-30T13,46130.0,46350.0,46196.0,-155.0
2024-04-30T14,46902.0,47544.0,47445.0,-99.0
2024-04-30T15,48534.0,49337.0,49334.0,-3.0
2024-04-30T16,50457.0,51441.0,51441.0,0.0
2024-04-30T17,52623.0,53372.0,53382.0,11.0
2024-04-30T18,54779.0,55466.0,55465.0,0.0
2024-04-30T19,57082.0,57901.0,57901.0,0.0
2024-04-30T20,58789.0,59959.0,59958.0,0.0
2024-04-30T21,60407.0,62284.0,62284.0,0.0
2024-04-30T22,61745.0,63933.0,63932.0,-1.0
2024-04-30T23,62122.0,64254.0,64188.0,-65.0
2024-05-01T00,61144.0,62858.0,62787.0,-71.0
2024-05-01T01,59509.0,60854.0,60642.0,-212.0
2024-05-01T02,58748.0,59908.0,59766.0,-142.0
2024-05-01T03,57354.0,58219.0,58181.0,-38.0
2024-05-01T04,53923.0,54758.0,54727.0,-30.0
2024-05-01T05,50460.0,50941.0,50911.0,-30.0
2024-05-01T06,46923.0,47558.0,47550.0,-7.0
2024-05-01T07,44773.0,45459.0,45434.0,-25.0
2024-05-01T08,43303.0,43965.0,43940.0,-25.0
2024-05-01T09,42791.0,42839.0,42813.0,-26.0
2024-05-01T10,42752.0,42824.0,42749.0,-74.0
2024-05-01T11,44065.0,44049.0,43989.0,-59.0
2024-05-01T12,45820.0,46369.0,46290.0,-79.0
2024-05-01T13,46608.0,47310.0,47232.0,-78.0
2024-05-01T14,47716.0,48397.0,48596.0,198.0
2024-05-01T15,49677.0,49973.0,50215.0,241.0
2024-05-01T16,51712.0,51665.0,51888.0,223.0
2024-05-01T17,53536.0,53576.0,53793.0,216.0
2024-05-01T18,55383.0,55142.0,55168.0,26.0
2024-05-01T19,57339.0,56546.0,56566.0,20.0
2024-05-01T20,58862.0,57350.0,57370.0,20.0
2024-05-01T21,60013.0,57976.0,58120.0,144.0
2024-05-01T22,60791.0,58691.0,58712.0,20.0
2024-05-01T23,60930.0,58769.0,58809.0,39.0
2024-05-02T00,60010.0,58165.0,58104.0,-60.0
2024-05-02T01,57766.0,56958.0,56745.0,-213.0
2024-05-02T02,56361.0,56590.0,56392.0,-198.0
2024-05-02T03,55922.0,55072.0,54919.0,-153.0
2024-05-02T04,53161.0,52290.0,52141.0,-149.0
2024-05-02T05,49609.0,49138.0,48989.0,-149.0
2024-05-02T06,46177.0,46418.0,46285.0,-133.0
2024-05-02T07,44279.0,44566.0,44393.0,-174.0
2024-05-02T08,43133.0,43296.0,43117.0,-179.0
2024-05-02T09,42668.0,42696.0,42496.0,-199.0
2024-05-02T10,42704.0,42883.0,42684.0,-199.0
2024-05-02T11,43813.0,44496.0,44384.0,-112.0
2024-05-02T12,46304.0,46894.0,46822.0,-71.0
2024-05-02T13,47527.0,47972.0,47845.0,-128.0
2024-05-02T14,48634.0,48861.0,48857.0,-4.0
2024-05-02T15,50108.0,50285.0,50423.0,138.0
2024-05-02T16,51949.0,51225.0,51264.0,40.0
2024-05-02T17,53319.0,51311.0,51311.0,0.0
2024-05-02T18,54594.0,51957.0,51957.0,0.0
2024-05-02T19,56325.0,52891.0,52840.0,-50.0
2024-05-02T20,57415.0,53558.0,53647.0,90.0
2024-05-02T21,58584.0,54483.0,54373.0,-110.0
2024-05-02T22,59423.0,56027.0,55957.0,-69.0
2024-05-02T23,59642.0,56671.0,56561.0,-110.0
2024-05-03T00,58932.0,56429.0,56308.0,-121.0
2024-05-03T01,57756.0,55574.0,55442.0,-132.0
2024-05-03T02,56974.0,55280.0,55133.0,-147.0
2024-05-03T03,56357.0,54178.0,54130.0,-48.0
2024-05-03T04,53626.0,51705.0,51626.0,-80.0
2024-05-03T05,50231.0,48745.0,48666.0,-79.0
2024-05-03T06,46897.0,46420.0,46583.0,163.0
2024-05-03T07,44833.0,44534.0,44557.0,24.0
2024-05-03T08,43256.0,43332.0,43350.0,19.0
2024-05-03T09,42548.0,42521.0,42507.0,-13.0
2024-05-03T10,42617.0,42287.0,42187.0,-100.0
2024-05-03T11,43831.0,43161.0,43054.0,-107.0
2024-05-03T12,46432.0,45028.0,44843.0,-185.0
2024-05-03T13,47725.0,46115.0,45918.0,-197.0
2024-05-03T14,49355.0,47439.0,47364.0,-75.0
2024-05-03T15,50819.0,48952.0,49035.0,83.0
2024-05-03T16,52831.0,50705.0,50826.0,121.0
2024-05-03T17,54237.0,52489.0,52615.0,125.0
2024-05-03T18,55441.0,53898.0,53929.0,31.0
2024-05-03T19,56864.0,55469.0,55500.0,30.0
2024-05-03T20,57939.0,56542.0,56571.0,29.0
2024-05-03T21,58934.0,56246.0,56169.0,-77.0
2024-05-03T22,59817.0,56992.0,56912.0,-79.0
2024-05-03T23,59739.0,57653.0,57572.0,-81.0
2024-05-04T00,58831.0,56519.0,56335.0,-184.0
2024-05-04T01,56682.0,54723.0,54535.0,-188.0
2024-05-04T02,54880.0,54301.0,54212.0,-89.0
2024-05-04T03,54535.0,52966.0,53068.0,101.0
2024-05-04T04,52466.0,50741.0,50805.0,64.0
2024-05-04T05,49736.0,48129.0,48261.0,131.0
2024-05-04T06,45583.0,45773.0,45987.0,215.0
2024-05-04T07,43900.0,43922.0,44037.0,115.0
2024-05-04T08,42551.0,42169.0,42319.0,149.0
2024-05-04T09,41476.0,41227.0,41275.0,47.0
2024-05-04T10,41289.0,40759.0,40827.0,69.0
2024-05-04T11,41622.0,40869.0,40967.0,98.0
2024-05-04T12,42701.0,41752.0,41720.0,-33.0
2024-05-04T13,43756.0,42579.0,42601.0,23.0
2024-05-04T14,45603.0,44517.0,44552.0,36.0
2024-05-04T15,47439.0,46896.0,46956.0,60.0
2024-05-04T16,49517.0,49053.0,49079.0,26.0
2024-05-04T17,51407.0,50872.0,50904.0,33.0
2024-05-04T18,53506.0,52418.0,52479.0,61.0
2024-05-04T19,55335.0,54032.0,54093.0,61.0
2024-05-04T20,56487.0,55086.0,55147.0,61.0
2024-05-04T21,56982.0,55730.0,55790.0,61.0
2024-05-04T22,57008.0,55708.0,55748.0,41.0
2024-05-04T23,56384.0,55100.0,55138.0,39.0
2024-05-05T00,55151.0,53906.0,53868.0,-38.0
2024-05-05T01,53271.0,52406.0,52308.0,-98.0
2024-05-05T02,52597.0,52121.0,52096.0,-24.0
2024-05-05T03,52054.0,51338.0,51408.0,70.0
2024-05-05T04,50695.0,49750.0,49994.0,243.0
2024-05-05T05,48432.0,47409.0,47613.0,204.0
2024-05-05T06,45470.0,45318.0,45482.0,163.0
2024-05-05T07,43647.0,43678.0,43851.0,173.0
2024-05-05T08,42259.0,42160.0,42329.0,169.0
2024-05-05T09,41178.0,40941.0,41109.0,168.0
2024-05-05T10,40435.0,40131.0,40134.0,3.0
2024-05-05T11,40267.0,40002.0,39882.0,-119.0
2024-05-05T12,40500.0,39618.0,39400.0,-218.0
2024-05-05T13,40978.0,39950.0,39731.0,-219.0
2024-05-05T14,42458.0,42046.0,41850.0,-196.0
2024-05-05T15,43986.0,43823.0,43702.0,-121.0
2024-05-05T16,45453.0,45223.0,45019.0,-204.0
2024-05-05T17,46872.0,47790.0,47654.0,-136.0
2024-05-05T18,48364.0,49944.0,49941.0,-3.0
2024-05-05T19,49695.0,51027.0,50916.0,-111.0
2024-05-05T20,50810.0,51458.0,51453.0,-5.0
2024-05-05T21,51652.0,52174.0,52075.0,-99.0
2024-05-05T22,52293.0,53173.0,53072.0,-100.0
2024-05-05T23,52649.0,53693.0,53590.0,-102.0
2024-05-06T00,52576.0,53592.0,53376.0,-216.0
2024-05-06T01,51207.0,52964.0,52690.0,-275.0
2024-05-06T02,50618.0,53060.0,52841.0,-219.0
2024-05-06T03,50278.0,52660.0,52472.0,-188.0
2024-05-06T04,48537.0,50564.0,50502.0,-63.0
2024-05-06T05,46165.0,47519.0,47459.0,-60.0
2024-05-06T06,45120.0,44918.0,44868.0,-50.0
2024-05-06T07,43489.0,43255.0,43178.0,-77.0
2024-05-06T08,42499.0,42315.0,42221.0,-95.0
2024-05-06T09,42158.0,41928.0,41833.0,-95.0
2024-05-06T10,42258.0,42420.0,42325.0,-95.0
2024-05-06T11,43374.0,44268.0,44073.0,-195.0
2024-05-06T12,45547.0,47065.0,46981.0,-83.0
2024-05-06T13,46707.0,48392.0,48265.0,-128.0
2024-05-06T14,48013.0,49672.0,49470.0,-202.0
2024-05-06T15,49664.0,51586.0,51512.0,-73.0
2024-05-06T16,51853.0,53481.0,53325.0,-157.0
2024-05-06T17,53996.0,55483.0,55312.0,-172.0
2024-05-06T18,56789.0,57221.0,57315.0,94.0
2024-05-06T19,59480.0,59186.0,59261.0,76.0
2024-05-06T20,61713.0,60912.0,61014.0,102.0
2024-05-06T21,63264.0,61845.0,61930.0,86.0
2024-05-06T22,64877.0,62885.0,62998.0,113.0
2024-05-06T23,65343.0,62654.0,62645.0,-9.0
2024-05-07T00,64473.0,61706.0,61737.0,32.0
2024-05-07T01,62265.0,60561.0,60358.0,-203.0
2024-05-07T02,60604.0,59928.0,59960.0,31.0
2024-05-07T03,59205.0,58485.0,58695.0,210.0
2024-05-07T04,55905.0,54942.0,55126.0,185.0
2024-05-07T05,51861.0,51496.0,51753.0,258.0
2024-05-07T06,47987.0,48808.0,48986.0,177.0
2024-05-07T07,45846.0,46651.0,46862.0,211.0
2024-05-07T08,44196.0,45344.0,45555.0,212.0
2024-05-07T09,43296.0,44615.0,44793.0,178.0
2024-05-07T10,43311.0,44723.0,44890.0,167.0
2024-05-07T11,44679.0,46148.0,46185.0,38.0
2024-05-07T12,47065.0,48216.0,48072.0,-144.0
2024-05-07T13,48247.0,49132.0,48937.0,-195.0
2024-05-07T14,49786.0,51776.0,51644.0,-131.0
2024-05-07T15,52198.0,53648.0,53559.0,-88.0
2024-05-07T16,55067.0,55146.0,55059.0,-86.0
2024-05-07T17,57893.0,56917.0,56823.0,-94.0
2024-05-07T18,60630.0,59442.0,59348.0,-94.0
2024-05-07T19,63295.0,61963.0,61871.0,-92.0
2024-05-07T20,65298.0,64832.0,64779.0,-54.0
2024-05-07T21,66891.0,67245.0,67318.0,73.0
2024-05-07T22,68016.0,68991.0,69086.0,96.0
2024-05-07T23,67991.0,68721.0,68863.0,141.0
2024-05-08T00,66193.0,67467.0,67609.0,142.0
2024-05-08T01,63728.0,65117.0,65259.0,142.0
2024-05-08T02,62165.0,63664.0,63807.0,142.0
2024-05-08T03,60379.0,62002.0,62141.0,139.0
2024-05-08T04,56847.0,58723.0,58725.0,1.0
2024-05-08T05,53096.0,54855.0,54856.0,1.0
2024-05-08T06,50688.0,51601.0,51602.0,1.0
2024-05-08T07,48250.0,49778.0,49780.0,1.0
2024-05-08T08,46474.0,48622.0,48623.0,1.0
2024-05-08T09,45474.0,47828.0,47824.0,-5.0
2024-05-08T10,45454.0,47783.0,47769.0,-14.0
2024-05-08T11,46685.0,48897.0,48871.0,-26.0
2024-05-08T12,48885.0,51265.0,51196.0,-69.0
2024-05-08T13,50092.0,52297.0,52202.0,-95.0
2024-05-08T14,51655.0,53846.0,53648.0,-199.0
2024-05-08T15,54097.0,55464.0,55344.0,-120.0
2024-05-08T16,56967.0,57575.0,57381.0,-194.0
2024-05-08T17,60070.0,59598.0,59520.0,-78.0
2024-05-08T18,63109.0,62159.0,61943.0,-216.0
2024-05-08T19,66111.0,64283.0,64188.0,-96.0
2024-05-08T20,68305.0,66566.0,66303.0,-263.0
2024-05-08T21,69841.0,68307.0,68087.0,-220.0
2024-05-08T22,70787.0,68911.0,68692.0,-219.0
2024-05-08T23,70652.0,68559.0,68340.0,-219.0
2024-05-09T00,68910.0,66828.0,66607.0,-221.0
2024-05-09T01,66373.0,64079.0,63843.0,-236.0
2024-05-09T02,64458.0,62126.0,61907.0,-219.0
2024-05-09T03,62320.0,60576.0,60544.0,-33.0
2024-05-09T04,58548.0,57391.0,57362.0,-29.0
2024-05-09T05,54417.0,53315.0,53307.0,-9.0
2024-05-09T06,51240.0,50016.0,50025.0,9.0
2024-05-09T07,48570.0,47878.0,47949.0,72.0
2024-05-09T08,46463.0,46369.0,46449.0,81.0
2024-05-09T09,45379.0,45528.0,45573.0,44.0
2024-05-09T10,45166.0,45632.0,45680.0,47.0
2024-05-09T11,46393.0,46952.0,47086.0,134.0
2024-05-09T12,48666.0,49187.0,49216.0,30.0
2024-05-09T13,49818.0,50536.0,50442.0,-94.0
2024-05-09T14,51488.0,52566.0,52645.0,79.0
2024-05-09T15,53975.0,54615.0,54863.0,247.0
2024-05-09T16,56621.0,56869.0,56895.0,27.0
2024-05-09T17,59346.0,59404.0,59409.0,5.0
2024-05-09T18,62025.0,61454.0,61341.0,-113.0
2024-05-09T19,64550.0,63529.0,63311.0,-219.0
2024-05-09T20,66304.0,65736.0,65523.0,-213.0
2024-05-09T21,67309.0,66724.0,66505.0,-219.0
2024-05-09T22,67790.0,66908.0,66699.0,-209.0
2024-05-09T23,67191.0,66381.0,66232.0,-150.0
2024-05-10T00,65202.0,64394.0,64244.0,-150.0
2024-05-10T01,62980.0,62367.0,62152.0,-215.0
2024-05-10T02,61566.0,60891.0,60672.0,-219.0
2024-05-10T03,59917.0,58501.0,58282.0,-219.0
2024-05-10T04,56495.0,55039.0,54877.0,-162.0
2024-05-10T05,52564.0,51354.0,51496.0,142.0
2024-05-10T06,49047.0,47924.0,47996.0,72.0
2024-05-10T07,46592.0,45539.0,45611.0,72.0
2024-05-10T08,44742.0,43798.0,43916.0,118.0
2024-05-10T09,43852.0,43041.0,43109.0,68.0
2024-05-10T10,43647.0,42929.0,42955.0,26.0
2024-05-10T11,44549.0,44001.0,44084.0,83.0
2024-05-10T12,46458.0,46154.0,46203.0,49.0
2024-05-10T13,47376.0,47081.0,47001.0,-80.0
2024-05-10T14,48863.0,48279.0,48328.0,49.0
2024-05-10T15,50691.0,49962.0,50240.0,277.0
2024-05-10T16,52498.0,52079.0,52440.0,361.0
2024-05-10T17,53966.0,53347.0,53675.0,327.0
2024-05-10T18,55263.0,55180.0,55478.0,297.0
2024-05-10T19,56726.0,56753.0,57076.0,323.0
2024-05-10T20,58162.0,58635.0,59008.0,372.0
2024-05-10T21,58864.0,59880.0,60224.0,343.0
2024-05-10T22,59751.0,60498.0,60762.0,264.0
2024-05-10T23,59886.0,60210.0,60190.0,-21.0
2024-05-11T00,58818.0,58086.0,58087.0,1.0
2024-05-11T01,56809.0,55551.0,55463.0,-88.0
2024-05-11T02,55922.0,53811.0,53724.0,-88.0
2024-05-11T03,54770.0,52536.0,52465.0,-71.0
2024-05-11T04,52286.0,50847.0,50841.0,-6.0
2024-05-11T05,49321.0,48453.0,48457.0,4.0
2024-05-11T06,47090.0,45540.0,45685.0,146.0
2024-05-11T07,44863.0,43898.0,44027.0,130.0
2024-05-11T08,43085.0,42293.0,42378.0,86.0
2024-05-11T09,41858.0,41359.0,41447.0,89.0
2024-05-11T10,41185.0,40971.0,40886.0,-86.0
2024-05-11T11,41088.0,40967.0,40946.0,-22.0
2024-05-11T12,41439.0,41169.0,41272.0,103.0
2024-05-11T13,41934.0,41838.0,41839.0,0.0
2024-05-11T14,43958.0,43640.0,43640.0,-1.0
2024-05-11T15,46108.0,45983.0,45982.0,-1.0
2024-05-11T16,47862.0,48170.0,48170.0,0.0
2024-05-11T17,49359.0,49797.0,49866.0,70.0
2024-05-11T18,50662.0,50982.0,51052.0,70.0
2024-05-11T19,51890.0,51760.0,51830.0,70.0
2024-05-11T20,53120.0,52646.0,52716.0,70.0
2024-05-11T21,54148.0,52950.0,52962.0,12.0
2024-05-11T22,54931.0,52735.0,52543.0,-193.0
2024-05-11T23,54773.0,51878.0,51812.0,-65.0
2024-05-12T00,53784.0,51111.0,51013.0,-97.0
2024-05-12T01,52081.0,50145.0,50074.0,-72.0
2024-05-12T02,51457.0,49537.0,49538.0,1.0
2024-05-12T03,50571.0,49167.0,49169.0,1.0
2024-05-12T04,48812.0,47882.0,47926.0,43.0
2024-05-12T05,46602.0,45834.0,45885.0,51.0
2024-05-12T06,44319.0,43653.0,43719.0,67.0
2024-05-12T07,42509.0,41967.0,42141.0,173.0
2024-05-12T08,41201.0,40856.0,41025.0,169.0
2024-05-12T09,40161.0,40334.0,40443.0,109.0
2024-05-12T10,39532.0,39730.0,39799.0,69.0
2024-05-12T11,39499.0,39732.0,39750.0,19.0
2024-05-12T12,39716.0,39851.0,39680.0,-171.0
2024-05-12T13,40237.0,40523.0,40332.0,-190.0
2024-05-12T14,41994.0,42232.0,42018.0,-214.0
2024-05-12T15,44108.0,44277.0,44058.0,-219.0
2024-05-12T16,45885.0,45916.0,45721.0,-195.0
2024-05-12T17,47533.0,46746.0,46551.0,-195.0
2024-05-12T18,49181.0,47542.0,47348.0,-195.0
2024-05-12T19,50439.0,49155.0,48965.0,-190.0
2024-05-12T20,51554.0,50564.0,50374.0,-190.0
2024-05-12T21,52552.0,51356.0,51166.0,-190.0
2024-05-12T22,53403.0,51816.0,51597.0,-218.0
2024-05-12T23,54047.0,51969.0,51749.0,-219.0
2024-05-13T00,53862.0,52041.0,51822.0,-219.0
2024-05-13T01,53220.0,51557.0,51337.0,-219.0
2024-05-13T02,52984.0,51658.0,51441.0,-217.0
2024-05-13T03,52314.0,51066.0,50983.0,-83.0
2024-05-13T04,50319.0,48990.0,48884.0,-106.0
2024-05-13T05,47468.0,45876.0,45875.0,-1.0
2024-05-13T06,43547.0,43780.0,43898.0,118.0
2024-05-13T07,41837.0,42937.0,43015.0,78.0
2024-05-13T08,40753.0,41847.0,41934.0,86.0
2024-05-13T09,40238.0,41255.0,41295.0,40.0
2024-05-13T10,40575.0,41483.0,41365.0,-118.0
2024-05-13T11,42006.0,42804.0,42586.0,-218.0
2024-05-13T12,44483.0,44982.0,44763.0,-218.0
2024-05-13T13,45774.0,46351.0,46133.0,-218.0
2024-05-13T14,47062.0,48676.0,48483.0,-193.0
2024-05-13T15,48783.0,50729.0,50607.0,-122.0
2024-05-13T16,50601.0,53019.0,52918.0,-100.0
2024-05-13T17,52592.0,54830.0,54688.0,-142.0
2024-05-13T18,54900.0,56371.0,56365.0,-5.0
2024-05-13T19,57176.0,57213.0,57158.0,-54.0
2024-05-13T20,58798.0,56340.0,56222.0,-117.0
2024-05-13T21,59637.0,56048.0,55894.0,-154.0
2024-05-13T22,60130.0,56136.0,56061.0,-75.0
2024-05-13T23,59824.0,56118.0,55975.0,-142.0
2024-05-14T00,58425.0,55772.0,55694.0,-78.0
2024-05-14T01,56847.0,54760.0,54545.0,-216.0
2024-05-14T02,56099.0,53239.0,53138.0,-101.0
2024-05-14T03,54742.0,51899.0,51911.0,13.0
2024-05-14T04,51700.0,49105.0,49086.0,-19.0
2024-05-14T05,48276.0,46058.0,46107.0,49.0
2024-05-14T06,44637.0,43465.0,43466.0,2.0
2024-05-14T07,42384.0,41417.0,41371.0,-46.0
2024-05-14T08,40692.0,39680.0,39605.0,-75.0
2024-05-14T09,39828.0,39092.0,38936.0,-155.0
2024-05-14T10,39812.0,39291.0,39134.0,-157.0
2024-05-14T11,41062.0,40664.0,40445.0,-219.0
2024-05-14T12,43344.0,43016.0,42797.0,-219.0
2024-05-14T13,44499.0,44137.0,43920.0,-217.0
2024-05-14T14,46256.0,45362.0,45284.0,-77.0
2024-05-14T15,48455.0,47165.0,47358.0,193.0
2024-05-14T16,50748.0,49634.0,49753.0,118.0
2024-05-14T17,53371.0,52227.0,52227.0,0.0
2024-05-14T18,55687.0,54587.0,54586.0,-1.0
2024-05-14T19,58122.0,57111.0,57110.0,-2.0
2024-05-14T20,60526.0,59546.0,59432.0,-114.0
2024-05-14T21,62851.0,61809.0,61591.0,-217.0
2024-05-14T22,64789.0,63643.0,63424.0,-219.0
2024-05-14T23,65275.0,64494.0,64254.0,-240.0
2024-05-15T00,64033.0,63545.0,63295.0,-250.0
2024-05-15T01,61374.0,60864.0,60644.0,-220.0
2024-05-15T02,59418.0,58762.0,58756.0,-7.0
2024-05-15T03,57548.0,57101.0,57118.0,17.0
2024-05-15T04,54103.0,53566.0,53569.0,3.0
2024-05-15T05,50329.0,49262.0,49266.0,4.0
2024-05-15T06,46374.0,45680.0,45796.0,117.0
2024-05-15T07,43951.0,43284.0,43404.0,120.0
2024-05-15T08,42183.0,41561.0,41702.0,141.0
2024-05-15T09,41117.0,40594.0,40727.0,133.0
2024-05-15T10,40924.0,40632.0,40744.0,112.0
2024-05-15T11,42055.0,41773.0,41944.0,171.0
2024-05-15T12,44199.0,43944.0,44082.0,139.0
2024-05-15T13,45287.0,45055.0,45058.0,3.0
2024-05-15T14,47204.0,47124.0,47124.0,-1.0
2024-05-15T15,49716.0,49738.0,49738.0,0.0
2024-05-15T16,52617.0,52737.0,52762.0,24.0
