period,Day-ahead demand forecast,Demand,Net generation,Total interchange
2020-08-10T13,46767.0,46699.0,46561.0,-139.0
2020-08-10T14,48972.0,49659.0,49561.0,-97.0
2020-08-10T15,52454.0,53662.0,53694.0,31.0
2020-08-10T16,56442.0,57748.0,57832.0,84.0
2020-08-10T17,60106.0,61767.0,61961.0,195.0
2020-08-10T18,63523.0,65395.0,65541.0,146.0
2020-08-10T19,66663.0,68367.0,68406.0,39.0
2020-08-10T20,69096.0,70496.0,70698.0,202.0
2020-08-10T21,70414.0,71333.0,71416.0,83.0
2020-08-10T22,70853.0,71523.0,71538.0,15.0
2020-08-10T23,70505.0,71232.0,71246.0,14.0
2020-08-11T00,68881.0,70126.0,70092.0,-34.0
2020-08-11T01,66501.0,67573.0,67436.0,-136.0
2020-08-11T02,64373.0,65114.0,65114.0,1.0
2020-08-11T03,62112.0,62776.0,62722.0,-54.0
2020-08-11T04,57963.0,58878.0,58763.0,-116.0
2020-08-11T05,53912.0,54773.0,54655.0,-118.0
2020-08-11T06,51567.0,51364.0,51117.0,-248.0
2020-08-11T07,48544.0,48765.0,48725.0,-40.0
2020-08-11T08,46478.0,46817.0,46821.0,3.0
2020-08-11T09,45234.0,45393.0,45397.0,4.0
2020-08-11T10,44553.0,44925.0,44929.0,4.0
2020-08-11T11,45507.0,45701.0,45704.0,4.0
2020-08-11T12,47203.0,47096.0,47100.0,4.0
2020-08-11T13,47758.0,47893.0,47896.0,3.0
2020-08-11T14,50198.0,50491.0,50495.0,4.0
2020-08-11T15,53467.0,54356.0,54452.0,95.0
2020-08-11T16,57667.0,58543.0,58642.0,99.0
2020-08-11T17,61328.0,62818.0,62916.0,98.0
2020-08-11T18,64821.0,66556.0,66473.0,-83.0
2020-08-11T19,68349.0,69748.0,69532.0,-215.0
2020-08-11T20,70826.0,71788.0,71647.0,-141.0
2020-08-11T21,72291.0,72400.0,72142.0,-259.0
2020-08-11T22,72623.0,72664.0,72318.0,-345.0
2020-08-11T23,72360.0,72422.0,72376.0,-46.0
2020-08-12T00,70930.0,71497.0,71306.0,-192.0
2020-08-12T01,68100.0,68914.0,68631.0,-282.0
2020-08-12T02,66001.0,66322.0,65882.0,-440.0
2020-08-12T03,63452.0,63861.0,63347.0,-514.0
2020-08-12T04,59262.0,59880.0,59364.0,-516.0
2020-08-12T05,55252.0,55712.0,55164.0,-547.0
2020-08-12T06,51703.0,52099.0,51873.0,-226.0
2020-08-12T07,48672.0,49407.0,49189.0,-218.0
2020-08-12T08,46644.0,47518.0,47254.0,-265.0
2020-08-12T09,45401.0,46310.0,46089.0,-221.0
2020-08-12T10,44987.0,45879.0,45662.0,-218.0
2020-08-12T11,45625.0,46485.0,46265.0,-220.0
2020-08-12T12,47157.0,47698.0,47331.0,-368.0
2020-08-12T13,47888.0,48261.0,48074.0,-187.0
2020-08-12T14,50238.0,50983.0,50790.0,-193.0
2020-08-12T15,53777.0,55072.0,55004.0,-69.0
2020-08-12T16,58035.0,59463.0,59396.0,-67.0
2020-08-12T17,62303.0,63749.0,63283.0,-465.0
2020-08-12T18,65894.0,67575.0,66808.0,-767.0
2020-08-12T19,69371.0,70955.0,70143.0,-813.0
2020-08-12T20,71625.0,73189.0,72375.0,-814.0
2020-08-12T21,72981.0,73885.0,73072.0,-814.0
2020-08-12T22,73217.0,73916.0,73103.0,-814.0
2020-08-12T23,72918.0,73566.0,72754.0,-811.0
2020-08-13T00,71543.0,72476.0,71855.0,-621.0
2020-08-13T01,69000.0,69939.0,69305.0,-634.0
2020-08-13T02,66783.0,67471.0,66886.0,-584.0
2020-08-13T03,64130.0,64955.0,64485.0,-470.0
2020-08-13T04,59880.0,60897.0,60384.0,-514.0
2020-08-13T05,55581.0,56654.0,56139.0,-515.0
2020-08-13T06,52799.0,53048.0,52533.0,-515.0
2020-08-13T07,49847.0,50135.0,49620.0,-515.0
2020-08-13T08,47749.0,47804.0,47291.0,-514.0
2020-08-13T09,46347.0,46375.0,45976.0,-399.0
2020-08-13T10,45730.0,45748.0,45454.0,-294.0
2020-08-13T11,46334.0,46237.0,46223.0,-14.0
2020-08-13T12,47861.0,47365.0,46916.0,-450.0
2020-08-13T13,48488.0,47945.0,47697.0,-248.0
2020-08-13T14,50953.0,50600.0,50364.0,-237.0
2020-08-13T15,54693.0,54734.0,54635.0,-100.0
2020-08-13T16,59153.0,59396.0,59304.0,-92.0
2020-08-13T17,63819.0,63923.0,63759.0,-165.0
2020-08-13T18,67786.0,67826.0,67594.0,-232.0
2020-08-13T19,71249.0,71187.0,70351.0,-837.0
2020-08-13T20,73553.0,73490.0,72666.0,-825.0
2020-08-13T21,74818.0,74020.0,73218.0,-802.0
2020-08-13T22,74928.0,74166.0,73602.0,-565.0
2020-08-13T23,74719.0,73916.0,73330.0,-586.0
2020-08-14T00,73423.0,72939.0,72325.0,-614.0
2020-08-14T01,70859.0,70351.0,69720.0,-632.0
2020-08-14T02,68451.0,67564.0,67089.0,-475.0
2020-08-14T03,65552.0,64714.0,64319.0,-395.0
2020-08-14T04,61082.0,60593.0,60370.0,-223.0
2020-08-14T05,56763.0,56454.0,56240.0,-215.0
2020-08-14T06,53312.0,52820.0,52815.0,-6.0
2020-08-14T07,50299.0,49900.0,49901.0,1.0
2020-08-14T08,48169.0,47688.0,47688.0,1.0
2020-08-14T09,46622.0,46154.0,46154.0,1.0
2020-08-14T10,45976.0,45402.0,45402.0,1.0
2020-08-14T11,46399.0,45782.0,45780.0,-2.0
2020-08-14T12,47951.0,46843.0,46652.0,-191.0
2020-08-14T13,48429.0,47454.0,47256.0,-198.0
2020-08-14T14,50955.0,50158.0,49961.0,-197.0
2020-08-14T15,54769.0,54156.0,54050.0,-107.0
2020-08-14T16,59383.0,58662.0,58513.0,-150.0
2020-08-14T17,64019.0,63146.0,62986.0,-161.0
2020-08-14T18,68113.0,67178.0,66451.0,-727.0
2020-08-14T19,71552.0,70583.0,69724.0,-860.0
2020-08-14T20,73968.0,72839.0,71986.0,-853.0
2020-08-14T21,75258.0,73753.0,72910.0,-843.0
2020-08-14T22,75325.0,74091.0,73258.0,-833.0
2020-08-14T23,75124.0,73931.0,73088.0,-843.0
2020-08-15T00,73732.0,72736.0,71882.0,-853.0
2020-08-15T01,71053.0,70069.0,69207.0,-862.0
2020-08-15T02,68623.0,67394.0,66590.0,-804.0
2020-08-15T03,65856.0,64493.0,63710.0,-782.0
2020-08-15T04,61677.0,60646.0,60606.0,-40.0
2020-08-15T05,57744.0,56849.0,56822.0,-28.0
2020-08-15T06,53949.0,53191.0,53191.0,1.0
2020-08-15T07,50833.0,50153.0,50153.0,1.0
2020-08-15T08,48519.0,47637.0,47638.0,0.0
2020-08-15T09,46768.0,45966.0,45966.0,0.0
2020-08-15T10,45389.0,44890.0,44854.0,-36.0
2020-08-15T11,44809.0,44348.0,44336.0,-12.0
2020-08-15T12,44708.0,44212.0,44020.0,-193.0
2020-08-15T13,44740.0,44212.0,44014.0,-198.0
2020-08-15T14,47812.0,46883.0,46685.0,-198.0
2020-08-15T15,51996.0,51065.0,50866.0,-199.0
2020-08-15T16,56955.0,55728.0,55482.0,-247.0
2020-08-15T17,61640.0,60315.0,60039.0,-277.0
2020-08-15T18,66114.0,64503.0,63670.0,-834.0
2020-08-15T19,69186.0,67844.0,66969.0,-876.0
2020-08-15T20,71582.0,70270.0,69409.0,-861.0
2020-08-15T21,73046.0,71947.0,71051.0,-897.0
2020-08-15T22,73482.0,73163.0,72266.0,-898.0
2020-08-15T23,73444.0,73689.0,72753.0,-936.0
2020-08-16T00,72687.0,72510.0,71719.0,-793.0
2020-08-16T01,69751.0,69675.0,68994.0,-680.0
2020-08-16T02,67328.0,67006.0,66313.0,-693.0
2020-08-16T03,64521.0,63999.0,63399.0,-599.0
2020-08-16T04,60556.0,60344.0,59825.0,-518.0
2020-08-16T05,56641.0,56673.0,56166.0,-508.0
2020-08-16T06,53207.0,53240.0,53227.0,-13.0
2020-08-16T07,49868.0,50261.0,50262.0,1.0
2020-08-16T08,47786.0,47855.0,47855.0,0.0
2020-08-16T09,45916.0,45908.0,45909.0,0.0
2020-08-16T10,44815.0,44430.0,44431.0,0.0
2020-08-16T11,44275.0,43508.0,43506.0,-3.0
2020-08-16T12,43467.0,42895.0,42702.0,-193.0
2020-08-16T13,43897.0,42622.0,42424.0,-198.0
2020-08-16T14,47297.0,45054.0,44856.0,-198.0
2020-08-16T15,51114.0,49252.0,49053.0,-199.0
2020-08-16T16,56660.0,54249.0,54002.0,-246.0
2020-08-16T17,60620.0,59398.0,59093.0,-305.0
2020-08-16T18,65165.0,64185.0,63290.0,-894.0
2020-08-16T19,67799.0,67842.0,66875.0,-967.0
2020-08-16T20,70147.0,70361.0,69414.0,-948.0
2020-08-16T21,71673.0,72173.0,71236.0,-937.0
2020-08-16T22,71899.0,73192.0,72265.0,-928.0
2020-08-16T23,72237.0,73416.0,72498.0,-918.0
2020-08-17T00,70956.0,71030.0,70134.0,-896.0
2020-08-17T01,68388.0,66334.0,65519.0,-816.0
2020-08-17T02,65700.0,63177.0,62484.0,-693.0
2020-08-17T03,62922.0,60016.0,59368.0,-648.0
2020-08-17T04,58594.0,55973.0,55455.0,-519.0
2020-08-17T05,54371.0,51655.0,51148.0,-507.0
2020-08-17T06,50162.0,48215.0,48232.0,17.0
2020-08-17T07,46989.0,45664.0,45665.0,1.0
2020-08-17T08,44851.0,43634.0,43690.0,56.0
2020-08-17T09,43593.0,41993.0,42064.0,72.0
2020-08-17T10,43157.0,41093.0,41155.0,63.0
2020-08-17T11,43867.0,41548.0,41583.0,35.0
2020-08-17T12,45310.0,42784.0,42604.0,-181.0
2020-08-17T13,46183.0,43620.0,43422.0,-198.0
2020-08-17T14,48353.0,45237.0,45056.0,-180.0
2020-08-17T15,51626.0,47732.0,47738.0,6.0
2020-08-17T16,55405.0,50863.0,50898.0,35.0
2020-08-17T17,59077.0,54242.0,54221.0,-22.0
2020-08-17T18,62335.0,57664.0,57085.0,-579.0
2020-08-17T19,65336.0,60941.0,60315.0,-626.0
2020-08-17T20,67537.0,63668.0,62983.0,-685.0
2020-08-17T21,68404.0,65698.0,64877.0,-821.0
2020-08-17T22,68870.0,66825.0,65997.0,-829.0
2020-08-17T23,68381.0,66698.0,65842.0,-857.0
2020-08-18T00,66735.0,65152.0,64276.0,-876.0
2020-08-18T01,64320.0,62207.0,61461.0,-745.0
2020-08-18T02,62298.0,60040.0,59481.0,-558.0
2020-08-18T03,59857.0,57239.0,56654.0,-585.0
2020-08-18T04,55773.0,53163.0,52679.0,-483.0
2020-08-18T05,51623.0,49114.0,48649.0,-466.0
2020-08-18T06,47779.0,45756.0,45752.0,-4.0
2020-08-18T07,44918.0,43247.0,43247.0,1.0
2020-08-18T08,43022.0,41545.0,41546.0,1.0
2020-08-18T09,41883.0,40414.0,40415.0,1.0
2020-08-18T10,41396.0,40169.0,40186.0,16.0
2020-08-18T11,42184.0,40996.0,40998.0,2.0
2020-08-18T12,43624.0,42486.0,42423.0,-64.0
2020-08-18T13,44642.0,43248.0,43051.0,-198.0
2020-08-18T14,47103.0,45652.0,45468.0,-184.0
2020-08-18T15,50948.0,49504.0,49485.0,-19.0
2020-08-18T16,55377.0,54096.0,54062.0,-35.0
2020-08-18T17,59848.0,58662.0,58063.0,-598.0
2020-08-18T18,63366.0,62746.0,62112.0,-634.0
2020-08-18T19,66643.0,66023.0,65262.0,-762.0
2020-08-18T20,68599.0,68307.0,67542.0,-765.0
2020-08-18T21,69508.0,69439.0,68674.0,-766.0
2020-08-18T22,69993.0,69818.0,69043.0,-775.0
2020-08-18T23,69574.0,69011.0,68199.0,-812.0
2020-08-19T00,67957.0,66463.0,65649.0,-815.0
2020-08-19T01,65364.0,63233.0,62420.0,-814.0
2020-08-19T02,63038.0,60603.0,59855.0,-748.0
2020-08-19T03,60311.0,57438.0,56709.0,-730.0
2020-08-19T04,55969.0,53227.0,52740.0,-487.0
2020-08-19T05,51749.0,48981.0,48497.0,-484.0
2020-08-19T06,46832.0,45276.0,44801.0,-475.0
2020-08-19T07,43909.0,42425.0,41951.0,-475.0
2020-08-19T08,41764.0,40427.0,39951.0,-476.0
2020-08-19T09,40393.0,39049.0,38574.0,-475.0
2020-08-19T10,39781.0,38557.0,38081.0,-476.0
2020-08-19T11,40334.0,39272.0,38802.0,-470.0
2020-08-19T12,41613.0,40641.0,40476.0,-165.0
2020-08-19T13,42551.0,41387.0,41230.0,-157.0
2020-08-19T14,44813.0,43816.0,43623.0,-192.0
2020-08-19T15,48365.0,47459.0,47489.0,30.0
2020-08-19T16,52440.0,51745.0,51847.0,101.0
2020-08-19T17,56447.0,56274.0,55814.0,-460.0
2020-08-19T18,59953.0,60304.0,59773.0,-531.0
2020-08-19T19,63235.0,63588.0,62979.0,-609.0
2020-08-19T20,65432.0,66099.0,65366.0,-733.0
2020-08-19T21,66860.0,67771.0,66973.0,-798.0
2020-08-19T22,67593.0,68341.0,67527.0,-814.0
2020-08-19T23,67326.0,67676.0,66862.0,-814.0
2020-08-20T00,65814.0,65881.0,65112.0,-769.0
2020-08-20T01,63102.0,62669.0,61905.0,-764.0
2020-08-20T02,60748.0,59770.0,59045.0,-725.0
2020-08-20T03,57943.0,56527.0,55904.0,-623.0
2020-08-20T04,53737.0,52074.0,51709.0,-365.0
2020-08-20T05,49586.0,47667.0,47203.0,-464.0
2020-08-20T06,45432.0,43979.0,44015.0,36.0
2020-08-20T07,42521.0,41461.0,41513.0,52.0
2020-08-20T08,40407.0,39331.0,39383.0,52.0
2020-08-20T09,39195.0,38129.0,38180.0,51.0
2020-08-20T10,38554.0,37697.0,37739.0,42.0
2020-08-20T11,39193.0,38576.0,38617.0,41.0
2020-08-20T12,40520.0,40198.0,40155.0,-42.0
2020-08-20T13,41597.0,41090.0,41102.0,12.0
2020-08-20T14,43790.0,43517.0,43521.0,4.0
2020-08-20T15,47460.0,47063.0,47194.0,131.0
2020-08-20T16,51595.0,51423.0,51558.0,134.0
2020-08-20T17,55577.0,55999.0,56086.0,87.0
2020-08-20T18,59135.0,59934.0,60019.0,84.0
2020-08-20T19,62613.0,63183.0,63129.0,-54.0
2020-08-20T20,64843.0,65706.0,65402.0,-304.0
2020-08-20T21,66388.0,67451.0,67270.0,-181.0
2020-08-20T22,67093.0,67859.0,67762.0,-97.0
2020-08-20T23,66679.0,67057.0,66957.0,-99.0
2020-08-21T00,65175.0,64911.0,64872.0,-39.0
2020-08-21T01,62408.0,61747.0,61699.0,-48.0
2020-08-21T02,60116.0,59357.0,59403.0,47.0
2020-08-21T03,57426.0,56464.0,56521.0,57.0
2020-08-21T04,53318.0,52330.0,52421.0,91.0
2020-08-21T05,49213.0,48164.0,48255.0,91.0
2020-08-21T06,45462.0,44700.0,44750.0,51.0
2020-08-21T07,43007.0,42122.0,42054.0,-67.0
2020-08-21T08,40993.0,40245.0,40097.0,-148.0
2020-08-21T09,39889.0,39110.0,38916.0,-194.0
2020-08-21T10,39472.0,38780.0,38424.0,-356.0
2020-08-21T11,40376.0,39482.0,39518.0,35.0
2020-08-21T12,41845.0,40983.0,41024.0,41.0
2020-08-21T13,42849.0,41911.0,41942.0,31.0
2020-08-21T14,45271.0,44377.0,44379.0,2.0
2020-08-21T15,48615.0,48130.0,48261.0,131.0
2020-08-21T16,52698.0,52440.0,52574.0,134.0
2020-08-21T17,56591.0,56703.0,56838.0,135.0
2020-08-21T18,59988.0,60663.0,60795.0,132.0
2020-08-21T19,63134.0,64022.0,64019.0,-3.0
2020-08-21T20,65365.0,66539.0,66521.0,-18.0
2020-08-21T21,67027.0,67966.0,67779.0,-186.0
2020-08-21T22,67589.0,67836.0,67300.0,-536.0
2020-08-21T23,66857.0,66443.0,66263.0,-181.0
2020-08-22T00,65276.0,64208.0,64085.0,-124.0
2020-08-22T01,62374.0,61078.0,61003.0,-74.0
2020-08-22T02,60400.0,58839.0,58875.0,36.0
2020-08-22T03,57832.0,56202.0,56253.0,51.0
2020-08-22T04,53780.0,52712.0,52763.0,51.0
2020-08-22T05,49839.0,49283.0,49362.0,79.0
2020-08-22T06,46720.0,46063.0,46116.0,52.0
2020-08-22T07,43997.0,43637.0,43718.0,81.0
2020-08-22T08,41814.0,41674.0,41755.0,81.0
2020-08-22T09,40342.0,40251.0,40320.0,69.0
2020-08-22T10,39318.0,39404.0,39446.0,42.0
2020-08-22T11,38884.0,39201.0,39242.0,41.0
2020-08-22T12,39043.0,39305.0,39341.0,36.0
2020-08-22T13,39468.0,39379.0,39395.0,16.0
2020-08-22T14,41863.0,41669.0,41675.0,6.0
2020-08-22T15,45606.0,44983.0,44981.0,-1.0
2020-08-22T16,49812.0,48526.0,48431.0,-95.0
2020-08-22T17,54256.0,51919.0,51917.0,-3.0
2020-08-22T18,58046.0,55055.0,55055.0,0.0
2020-08-22T19,60644.0,57626.0,57576.0,-51.0
2020-08-22T20,62492.0,59538.0,59279.0,-259.0
2020-08-22T21,63922.0,60749.0,60693.0,-56.0
2020-08-22T22,65085.0,61229.0,61180.0,-49.0
2020-08-22T23,64703.0,60719.0,60670.0,-49.0
2020-08-23T00,62735.0,59371.0,59322.0,-49.0
2020-08-23T01,59570.0,56831.0,56783.0,-48.0
2020-08-23T02,57194.0,54783.0,54818.0,35.0
2020-08-23T03,54853.0,52306.0,52348.0,42.0
2020-08-23T04,51625.0,49191.0,49232.0,41.0
2020-08-23T05,48369.0,45986.0,45955.0,-32.0
2020-08-23T06,44609.0,43125.0,43097.0,-28.0
2020-08-23T07,42092.0,40735.0,40569.0,-167.0
2020-08-23T08,40115.0,39047.0,38870.0,-177.0
2020-08-23T09,38718.0,37733.0,37546.0,-187.0
2020-08-23T10,37680.0,36833.0,36650.0,-183.0
2020-08-23T11,37099.0,36425.0,36228.0,-197.0
2020-08-23T12,36938.0,36345.0,36355.0,10.0
2020-08-23T13,37359.0,36308.0,36309.0,1.0
2020-08-23T14,39775.0,38781.0,38781.0,0.0
2020-08-23T15,43763.0,43049.0,43049.0,0.0
2020-08-23T16,48258.0,47861.0,47861.0,0.0
2020-08-23T17,53075.0,52616.0,52615.0,-1.0
2020-08-23T18,57342.0,56607.0,56558.0,-48.0
2020-08-23T19,60198.0,59771.0,59665.0,-106.0
2020-08-23T20,62298.0,62130.0,62100.0,-30.0
2020-08-23T21,64022.0,63893.0,63791.0,-102.0
2020-08-23T22,65507.0,64896.0,64854.0,-42.0
2020-08-23T23,65534.0,65190.0,65090.0,-99.0
2020-08-24T00,63910.0,64060.0,63963.0,-97.0
2020-08-24T01,60906.0,61502.0,61500.0,-3.0
2020-08-24T02,58633.0,59409.0,59408.0,-1.0
2020-08-24T03,56299.0,56766.0,56649.0,-116.0
2020-08-24T04,52677.0,52791.0,52618.0,-172.0
2020-08-24T05,48844.0,48697.0,48485.0,-212.0
2020-08-24T06,45132.0,45244.0,44857.0,-387.0
2020-08-24T07,42657.0,42727.0,42419.0,-308.0
2020-08-24T08,40876.0,40991.0,40698.0,-293.0
2020-08-24T09,39822.0,39906.0,39614.0,-292.0
2020-08-24T10,39537.0,39617.0,39396.0,-220.0
2020-08-24T11,40382.0,40426.0,40206.0,-220.0
2020-08-24T12,41905.0,42034.0,41650.0,-383.0
2020-08-24T13,42992.0,43050.0,42760.0,-290.0
2020-08-24T14,45418.0,45483.0,45284.0,-199.0
2020-08-24T15,48900.0,48846.0,48857.0,11.0
2020-08-24T16,53060.0,52933.0,52921.0,-12.0
2020-08-24T17,57246.0,57301.0,57431.0,130.0
2020-08-24T18,60812.0,60906.0,61001.0,96.0
2020-08-24T19,63539.0,63434.0,63121.0,-313.0
2020-08-24T20,65802.0,65408.0,65178.0,-230.0
2020-08-24T21,67237.0,66849.0,66505.0,-344.0
2020-08-24T22,67775.0,67453.0,67105.0,-347.0
2020-08-24T23,67227.0,67077.0,66732.0,-345.0
2020-08-25T00,65368.0,65503.0,65307.0,-196.0
2020-08-25T01,62786.0,62594.0,62431.0,-164.0
2020-08-25T02,60850.0,60198.0,60035.0,-163.0
2020-08-25T03,58046.0,57025.0,56828.0,-197.0
2020-08-25T04,53955.0,52740.0,52548.0,-192.0
2020-08-25T05,49920.0,48600.0,48405.0,-194.0
2020-08-25T06,46344.0,45131.0,44780.0,-351.0
2020-08-25T07,43787.0,42649.0,42294.0,-355.0
2020-08-25T08,41906.0,40942.0,40539.0,-403.0
2020-08-25T09,40682.0,39858.0,39329.0,-530.0
2020-08-25T10,40315.0,39542.0,39008.0,-534.0
2020-08-25T11,41063.0,40412.0,40013.0,-399.0
2020-08-25T12,42456.0,42073.0,41553.0,-520.0
2020-08-25T13,43609.0,43048.0,42669.0,-379.0
2020-08-25T14,45978.0,45295.0,45019.0,-276.0
2020-08-25T15,49699.0,48956.0,48940.0,-16.0
2020-08-25T16,54123.0,53513.0,53545.0,32.0
2020-08-25T17,58488.0,58014.0,57749.0,-264.0
2020-08-25T18,62328.0,61579.0,61192.0,-387.0
2020-08-25T19,65368.0,64539.0,63738.0,-801.0
2020-08-25T20,67702.0,66953.0,66138.0,-814.0
2020-08-25T21,68942.0,68394.0,67580.0,-814.0
2020-08-25T22,69464.0,69102.0,68288.0,-814.0
2020-08-25T23,68705.0,68705.0,67892.0,-813.0
2020-08-26T00,66899.0,67009.0,66244.0,-765.0
2020-08-26T01,64154.0,64372.0,63655.0,-717.0
2020-08-26T02,61691.0,62324.0,61629.0,-695.0
2020-08-26T03,58860.0,59271.0,58599.0,-671.0
2020-08-26T04,54858.0,55336.0,54930.0,-407.0
2020-08-26T05,50833.0,51406.0,51011.0,-395.0
2020-08-26T06,48439.0,47865.0,47450.0,-415.0
2020-08-26T07,45993.0,45179.0,44763.0,-416.0
2020-08-26T08,44213.0,43263.0,42848.0,-416.0
2020-08-26T09,43101.0,42026.0,41611.0,-416.0
2020-08-26T10,42776.0,41628.0,41204.0,-424.0
2020-08-26T11,43500.0,42394.0,42064.0,-331.0
2020-08-26T12,44931.0,44026.0,43646.0,-380.0
2020-08-26T13,45900.0,44732.0,44564.0,-168.0
2020-08-26T14,47762.0,46766.0,46634.0,-132.0
2020-08-26T15,50781.0,50004.0,50038.0,34.0
2020-08-26T16,53988.0,53683.0,53690.0,7.0
2020-08-26T17,57395.0,57711.0,57516.0,-195.0
2020-08-26T18,60628.0,60874.0,60624.0,-250.0
2020-08-26T19,63031.0,63427.0,63119.0,-308.0
2020-08-26T20,64875.0,65087.0,64289.0,-799.0
2020-08-26T21,65696.0,66388.0,65574.0,-814.0
2020-08-26T22,66028.0,66422.0,65613.0,-809.0
2020-08-26T23,65259.0,64976.0,64548.0,-428.0
2020-08-27T00,63427.0,62593.0,62223.0,-369.0
2020-08-27T01,60897.0,59768.0,59360.0,-409.0
2020-08-27T02,58864.0,58143.0,57774.0,-370.0
2020-08-27T03,56407.0,55507.0,55137.0,-370.0
2020-08-27T04,52880.0,51808.0,51386.0,-422.0
2020-08-27T05,49133.0,48023.0,47598.0,-426.0
2020-08-27T06,46646.0,44861.0,44379.0,-482.0
2020-08-27T07,44319.0,42385.0,41894.0,-492.0
2020-08-27T08,42552.0,40686.0,40199.0,-486.0
2020-08-27T09,41605.0,39582.0,39101.0,-481.0
2020-08-27T10,41258.0,39208.0,39016.0,-192.0
2020-08-27T11,42264.0,39925.0,39957.0,31.0
2020-08-27T12,44024.0,41430.0,41290.0,-140.0
2020-08-27T13,45009.0,42172.0,42064.0,-108.0
2020-08-27T14,46673.0,44329.0,44205.0,-124.0
2020-08-27T15,49538.0,47927.0,47973.0,46.0
2020-08-27T16,52945.0,52222.0,52481.0,258.0
2020-08-27T17,56490.0,56843.0,56868.0,25.0
2020-08-27T18,60166.0,60931.0,60883.0,-49.0
2020-08-27T19,62831.0,64439.0,63742.0,-698.0
2020-08-27T20,65304.0,67059.0,66346.0,-714.0
2020-08-27T21,66873.0,68997.0,68232.0,-765.0
2020-08-27T22,67687.0,69777.0,68964.0,-813.0
2020-08-27T23,67399.0,69501.0,68693.0,-808.0
2020-08-28T00,65356.0,67212.0,66838.0,-374.0
2020-08-28T01,62772.0,64040.0,63726.0,-314.0
2020-08-28T02,61041.0,61926.0,61557.0,-369.0
2020-08-28T03,58267.0,59008.0,58639.0,-369.0
2020-08-28T04,54576.0,55121.0,54944.0,-177.0
2020-08-28T05,50808.0,51446.0,51367.0,-80.0
2020-08-28T06,48048.0,48285.0,47992.0,-294.0
2020-08-28T07,45846.0,46152.0,45829.0,-324.0
2020-08-28T08,43728.0,44621.0,44393.0,-228.0
2020-08-28T09,42908.0,43551.0,43423.0,-128.0
2020-08-28T10,42503.0,43408.0,43475.0,66.0
2020-08-28T11,43689.0,44449.0,44514.0,65.0
2020-08-28T12,45353.0,46118.0,45976.0,-142.0
2020-08-28T13,46446.0,46937.0,46796.0,-141.0
2020-08-28T14,48654.0,49389.0,49213.0,-175.0
2020-08-28T15,52912.0,53615.0,53585.0,-31.0
2020-08-28T16,56985.0,58398.0,58335.0,-63.0
2020-08-28T17,61490.0,63282.0,63219.0,-64.0
2020-08-28T18,65480.0,67617.0,67495.0,-123.0
2020-08-28T19,68968.0,71208.0,70422.0,-787.0
2020-08-28T20,71587.0,73563.0,72722.0,-842.0
2020-08-28T21,72654.0,74104.0,73303.0,-801.0
2020-08-28T22,73246.0,73923.0,73097.0,-827.0
2020-08-28T23,72750.0,73334.0,72544.0,-790.0
2020-08-29T00,70702.0,71446.0,71059.0,-387.0
2020-08-29T01,67863.0,68454.0,68161.0,-293.0
2020-08-29T02,65642.0,65917.0,65618.0,-298.0
2020-08-29T03,62670.0,63051.0,62760.0,-291.0
2020-08-29T04,58267.0,59424.0,59323.0,-101.0
2020-08-29T05,54830.0,55529.0,55369.0,-160.0
2020-08-29T06,51916.0,52039.0,51655.0,-385.0
2020-08-29T07,48816.0,49283.0,48899.0,-385.0
2020-08-29T08,46119.0,47059.0,46675.0,-384.0
2020-08-29T09,44708.0,45301.0,44920.0,-381.0
2020-08-29T10,43634.0,44151.0,44006.0,-145.0
2020-08-29T11,43322.0,43584.0,43436.0,-148.0
2020-08-29T12,43835.0,43516.0,43185.0,-331.0
2020-08-29T13,43900.0,43347.0,43323.0,-24.0
2020-08-29T14,46399.0,46028.0,45893.0,-136.0
2020-08-29T15,50498.0,50358.0,50165.0,-193.0
2020-08-29T16,55495.0,55279.0,55042.0,-237.0
2020-08-29T17,60680.0,60237.0,59529.0,-708.0
2020-08-29T18,64179.0,64653.0,63938.0,-715.0
2020-08-29T19,67376.0,68288.0,67368.0,-920.0
2020-08-29T20,69961.0,70901.0,69984.0,-917.0
2020-08-29T21,71289.0,72388.0,71481.0,-907.0
2020-08-29T22,72042.0,73039.0,72133.0,-907.0
2020-08-29T23,71317.0,72800.0,71894.0,-906.0
2020-08-30T00,70856.0,70820.0,69942.0,-879.0
2020-08-30T01,67801.0,67544.0,66747.0,-798.0
2020-08-30T02,64989.0,64813.0,64079.0,-734.0
2020-08-30T03,62292.0,61649.0,61013.0,-637.0
2020-08-30T04,58551.0,58191.0,57703.0,-488.0
2020-08-30T05,54812.0,54757.0,54274.0,-483.0
2020-08-30T06,51736.0,51621.0,51278.0,-343.0
2020-08-30T07,48801.0,49102.0,48715.0,-387.0
2020-08-30T08,46218.0,46954.0,46798.0,-156.0
2020-08-30T09,44725.0,45226.0,44799.0,-427.0
2020-08-30T10,43532.0,43994.0,43564.0,-430.0
2020-08-30T11,43095.0,43038.0,42600.0,-438.0
2020-08-30T12,43101.0,42296.0,41692.0,-604.0
2020-08-30T13,42986.0,41915.0,41705.0,-209.0
2020-08-30T14,45244.0,43640.0,43442.0,-198.0
2020-08-30T15,49306.0,46960.0,46762.0,-198.0
2020-08-30T16,53644.0,50825.0,50626.0,-199.0
2020-08-30T17,57804.0,55216.0,54966.0,-251.0
